../graf_mbp/graf_15_8.txt;15;60;3984;1;199.023;2;2
../graf_mbp/graf_21_6.txt;21;63;4777;1;338.784;2;2
../graf_mbp/graf_15_8.txt;15;60;3984;1;199.789;4;2
../graf_mbp/graf_18_7.txt;18;63;4475;1;388.65;2;2
../graf_mbp/graf_21_6.txt;21;63;4777;1;211.92;4;2
../graf_mbp/graf_15_8.txt;15;60;3984;1;149.675;8;2
../graf_mbp/graf_18_7.txt;18;63;4475;1;389.347;4;2
../graf_mbp/graf_21_6.txt;21;63;4777;1;190.571;8;2
../graf_mbp/graf_15_8.txt;15;60;3984;1;141.44;16;2
../graf_mbp/graf_18_7.txt;18;63;4475;1;324.423;8;2
../graf_mbp/graf_21_6.txt;21;63;4777;1;179.948;16;2
../graf_mbp/graf_15_8.txt;15;60;3984;1;139.78;20;2
../graf_mbp/graf_18_7.txt;18;63;4475;1;292.231;16;2
../graf_mbp/graf_21_6.txt;21;63;4777;1;177.878;20;2
../graf_mbp/graf_18_7.txt;18;63;4475;1;286;20;2
