../graf_mbp/graf_15_8.txt;15;60;3984;1;134.35;2;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;81.274;4;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;47.339;8;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;46.298;16;1
../graf_mbp/graf_15_8.txt;15;60;3984;1;40.918;20;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;260.309;2;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;153.9;4;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;89.133;8;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;78.588;16;1
../graf_mbp/graf_18_7.txt;18;63;4475;1;80.974;20;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;177.718;2;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;105.388;4;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;60.699;8;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;54.057;16;1
../graf_mbp/graf_21_6.txt;21;63;4777;1;52.689;20;1
